sku,store,name,brand,unit,pack_size,price,stock,description
bebidas-0124,bebidas,Te Negro en Sobres Caja 100 Seleccion Especial,Jarritos,caja,100.0,275.0,67,Te negro english breakfast caja con 100 bolsitas. Infusion herbal caliente para servicio de salon. Calidad seleccionada grado restaurantero premium.
bebidas-0125,bebidas,Te Verde con Menta Caja 100 Seleccion Especial,Del Valle,caja,100.0,218.75,74,Te verde con menta sobrecitos individuales caja 100 piezas. Infusion digestiva antioxidante. Calidad seleccionada grado restaurantero premium.
bebidas-0126,bebidas,Concentrado de Horchata 5L Seleccion Especial,Tucan,pieza,5.0,362.5,16,Jarabe concentrado para agua fresca de horchata garrafa 5L. Rinde 25 litros agua de arroz dulce. Calidad seleccionada grado restaurantero premium.
bebidas-0127,bebidas,Concentrado de Jamaica 5L Seleccion Especial,Ciel,pieza,5.0,368.75,23,Jarabe base flor de jamaica garrafa 5L. Concentrado de jamaica acidita para vitrolero de taqueria. Calidad seleccionada grado restaurantero premium.
bebidas-0128,bebidas,Refresco Sabor Naranja 355ml Seleccion Especial,Bonafont,caja,24.0,450.0,30,Refresco frutal sabor naranja lata 355ml paquete 24 piezas. Gaseosa naranja para combos de comida rapida. Calidad seleccionada grado restaurantero premium.
bebidas-0129,bebidas,Refresco Cola Regular 355ml Empaque Economico,Penafiel,caja,24.0,323.0,37,Refresco de cola en lata 355ml caja de 24 piezas. Soda fria para servicio en mesa y venta individual. Version economica competitiva para optimizacion de costos.
bebidas-0130,bebidas,Refresco Cola Sin Azucar 355ml Empaque Economico,Jarritos,caja,24.0,331.5,44,Refresco de cola zero sin azucar lata 355ml pack 24. Opcion light para comensales y refresco embotellado. Version economica competitiva para optimizacion de costos.
bebidas-0131,bebidas,Refresco Sabor Manzana 355ml Empaque Economico,Del Valle,caja,24.0,306.0,51,Refresco sabor manzana en lata 355ml caja 24 pzas. Chesco dulce para taquerias y loncherias. Version economica competitiva para optimizacion de costos.
bebidas-0132,bebidas,Refresco Toronja 355ml Empaque Economico,Tucan,caja,24.0,314.5,58,Refresco sabor toronja lata 355ml caja de 24. Ideal para preparar palomas con tequila o micheladas. Version economica competitiva para optimizacion de costos.
bebidas-0133,bebidas,Agua Mineral con Gas 355ml Empaque Economico,Ciel,caja,24.0,289.0,65,Agua mineral de manantial gasificada en lata 355ml. Sifoncito mineral para mezclas y cocteleria. Version economica competitiva para optimizacion de costos.
bebidas-0134,bebidas,Agua Mineral 600ml Empaque Economico,Bonafont,caja,24.0,357.0,72,Agua mineral de vidrio 600ml caja 24 botellas. Agua gasificada premium para mesa de restaurante. Version economica competitiva para optimizacion de costos.
bebidas-0135,bebidas,Agua Purificada sin Gas 500ml Empaque Economico,Penafiel,caja,24.0,178.5,79,Agua embotellada natural sin gas pet 500ml paquete 24 piezas. Agua pura para hidratacion de clientes. Version economica competitiva para optimizacion de costos.
bebidas-0136,bebidas,Agua Purificada Garrafon 20L Empaque Economico,Jarritos,pieza,20.0,46.75,1,Garrafon de agua purificada ligera 20 litros. Agua en bidon para consumo de cocina y cafetera. Version economica competitiva para optimizacion de costos.
bebidas-0137,bebidas,Cerveza Clara Lager 355ml Empaque Economico,Del Valle,caja,24.0,408.0,28,Cerveza clara tipo lager botella 355ml cartocito de 24 chelas. Cerveza mexicana para maridaje. Version economica competitiva para optimizacion de costos.
bebidas-0138,bebidas,Cerveza Ambar Viena 355ml Empaque Economico,Tucan,caja,24.0,416.5,35,Cerveza ambar de barril en botella 355ml caja 24. La chela viena tradicional para tacos y garnachas. Version economica competitiva para optimizacion de costos.
bebidas-0139,bebidas,Cerveza Oscura Negra 355ml Empaque Economico,Ciel,caja,24.0,433.5,42,Cerveza oscura tipo munich lata 355ml caja 24. Cerveza negra para cortes de carne y asador. Version economica competitiva para optimizacion de costos.
bebidas-0140,bebidas,Jugo de Naranja Natural 1L Empaque Economico,Bonafont,pieza,1.0,32.3,49,Jugo pasteurizado sabor naranja tetra pak 1 litro. Zumo citrico para desayunos buffet y cocteleria. Version economica competitiva para optimizacion de costos.
bebidas-0141,bebidas,Jugo de Manzana 1L Empaque Economico,Penafiel,pieza,1.0,30.6,56,Jugo dulce de manzana 1L tetra brik. Nectar de fruta para barra infantil y desayunos. Version economica competitiva para optimizacion de costos.
bebidas-0142,bebidas,Jugo de Tomate y Almeja 946ml Empaque Economico,Jarritos,pieza,0.95,55.25,63,Jugo de tomate sazonado clamato 946ml. Mezclador indispensable para micheladas cubanas y mariscos. Version economica competitiva para optimizacion de costos.
bebidas-0143,bebidas,Salsa Inglesa Preparada 1L Empaque Economico,Del Valle,litro,1.0,93.5,70,Salsa tipo inglesa liquida botella de 1 litro. Sazonador liquido para barra de bar y micheladas. Version economica competitiva para optimizacion de costos.
bebidas-0144,bebidas,Salsa Jugo Sazonador 1L Empaque Economico,Tucan,litro,1.0,114.75,77,Jugo sazonador concentrado 1 litro. Salsa de soya y condimento para bebidas preparadas y carnes. Version economica competitiva para optimizacion de costos.
bebidas-0145,bebidas,Jarabe Natural Liquido 1L Empaque Economico,Ciel,litro,1.0,153.0,19,Jarabe natural de azucar de cana botella 1L. Almibar simple para cocteles clericot y limonadas. Version economica competitiva para optimizacion de costos.
bebidas-0146,bebidas,Jarabe de Granadina 1L Empaque Economico,Bonafont,litro,1.0,123.25,26,Jarabe sabor granadina roja 1 litro. Endulzante con color para tequila sunrise y sodas italianas. Version economica competitiva para optimizacion de costos.
bebidas-0147,bebidas,Vino Tinto de Mesa 750ml Empaque Economico,Penafiel,pieza,0.75,140.25,33,Vino tinto cabernet sauvignon valle de guadalupe 750ml. Vino de la casa para copeo y maridaje de carne. Version economica competitiva para optimizacion de costos.
bebidas-0148,bebidas,Vino Blanco de Mesa 750ml Empaque Economico,Jarritos,pieza,0.75,119.0,40,Vino blanco sauvignon blanc 750ml. Vino fresco seco para copeo pastas y pescados. Version economica competitiva para optimizacion de costos.
bebidas-0149,bebidas,Tequila Reposado 1L Empaque Economico,Del Valle,litro,1.0,272.0,47,Tequila reposado 100% agave botella de 1 litro. Destilado de agave para margaritas y copeo en barra. Version economica competitiva para optimizacion de costos.
bebidas-0150,bebidas,Mezcal Espadin Artesanal 750ml Empaque Economico,Tucan,pieza,0.75,493.0,54,Mezcal artesanal joven espadin oaxaca 750ml. Destilado ahumado para cocteleria de autor y sal de gusano. Version economica competitiva para optimizacion de costos.
bebidas-0151,bebidas,Ron Blanco Carta Blanca 1L Empaque Economico,Ciel,litro,1.0,212.5,61,Ron blanco tradicional botella 1 litro. Licor de cana para cubas mojitos y cocteles tropicales. Version economica competitiva para optimizacion de costos.
bebidas-0152,bebidas,Vodka Clasico 1L Empaque Economico,Bonafont,litro,1.0,306.0,68,Vodka destilado de trigo 1 litro. Destilado neutro premium para martinis rusos y combinados. Version economica competitiva para optimizacion de costos.
bebidas-0153,bebidas,Leche Entera Ultrapasteurizada 1L Empaque Economico,Penafiel,caja,12.0,263.5,75,Leche entera caja con 12 litros tetra pak. Leche de vaca para espumar en cafetera y malteadas. Version economica competitiva para optimizacion de costos.
bebidas-0154,bebidas,Leche Deslactosada 1L Empaque Economico,Jarritos,caja,12.0,289.0,17,Leche deslactosada caja 12 piezas de 1 litro. Leche de facil digestion para cafe capuchino y lattes. Version economica competitiva para optimizacion de costos.
bebidas-0155,bebidas,Leche de Almendra sin Azucar 1L Empaque Economico,Del Valle,caja,8.0,306.0,24,Bebida vegetal de almendra sin endulzar caja 8 litros. Alternativa vegana para baristas y cafeteria. Version economica competitiva para optimizacion de costos.
bebidas-0156,bebidas,Te Negro en Sobres Caja 100 Empaque Economico,Tucan,caja,100.0,187.0,31,Te negro english breakfast caja con 100 bolsitas. Infusion herbal caliente para servicio de salon. Version economica competitiva para optimizacion de costos.
bebidas-0157,bebidas,Te Verde con Menta Caja 100 Empaque Economico,Ciel,caja,100.0,148.75,38,Te verde con menta sobrecitos individuales caja 100 piezas. Infusion digestiva antioxidante. Version economica competitiva para optimizacion de costos.
bebidas-0158,bebidas,Concentrado de Horchata 5L Empaque Economico,Bonafont,pieza,5.0,246.5,45,Jarabe concentrado para agua fresca de horchata garrafa 5L. Rinde 25 litros agua de arroz dulce. Version economica competitiva para optimizacion de costos.
bebidas-0159,bebidas,Concentrado de Jamaica 5L Empaque Economico,Penafiel,pieza,5.0,250.75,52,Jarabe base flor de jamaica garrafa 5L. Concentrado de jamaica acidita para vitrolero de taqueria. Version economica competitiva para optimizacion de costos.
bebidas-0160,bebidas,Refresco Sabor Naranja 355ml Empaque Economico,Jarritos,caja,24.0,306.0,59,Refresco frutal sabor naranja lata 355ml paquete 24 piezas. Gaseosa naranja para combos de comida rapida. Version economica competitiva para optimizacion de costos.
abarrotes-0001,abarrotes,Aceite Vegetal Comestible 20L,Nutrioli,pieza,20.0,780.0,35,Aceite vegetal puro comestible cubeta de 20 litros. Aceite para freidora de restaurante papas y milanesas.
abarrotes-0002,abarrotes,Aceite de Canola 5L,Capullo,pieza,5.0,260.0,40,Aceite de canola puro bidon 5L. Grasa vegetal sin colesterol para salteados y plancha de cocina.
abarrotes-0003,abarrotes,Aceite de Oliva Extra Virgen 5L,Carbonell,pieza,5.0,1150.0,15,Aceite de oliva virgen extra lata 5 litros. Oro liquido espanol para ensaladas pastas y vinagretas.
abarrotes-0004,abarrotes,Harina de Trigo Extra Fina 44kg,San Antonio,costal,44.0,850.0,25,Harina de trigo de fuerza bulto o costal de 44kg. Harina panificable para masa de pizza y reposteria.
abarrotes-0005,abarrotes,Harina de Maiz Nixtamalizado 20kg,Maseca,costal,20.0,420.0,30,Harina de maiz nixtamalizada costal 20 kilos. Masa instantanea para tortillas sopes y gorditas.
abarrotes-0006,abarrotes,Arroz Grano Largo Super Extra 25kg,SOS,costal,25.0,680.0,28,Arroz blanco super extra costal 25kg. Arroz que no se bate para guarnicion de arroz rojo o blanco.
abarrotes-0007,abarrotes,Frijol Negro Jamapa 25kg,La Merced,costal,25.0,890.0,22,Frijol negro seleccionado costal 25 kilos. Legumbre para frijoles charros de la olla o refritos.
abarrotes-0008,abarrotes,Frijol Pinto Saltillo 25kg,Schettino,costal,25.0,840.0,20,Frijol pinto limpio bulto de 25kg. Frijol cremoso para molletes y frijoles con veneno.
abarrotes-0009,abarrotes,Azucar Estandar Morena 50kg,Zulka,costal,50.0,1350.0,18,Azucar estandar de cana bulto 50 kilogramos. Endulzante basico para aguas frescas cafe y postres.
abarrotes-0010,abarrotes,Sal de Mar Grano Grueso 25kg,La Fina,costal,25.0,230.0,45,Sal marina en grano costal 25kg. Sal pura para sazonar cortes de carne caldos y desinfectar verduras.
abarrotes-0011,abarrotes,Sal Fina Yodada y Fluorurada 1kg,La Fina,caja,20.0,280.0,40,Sal de mesa fina yodada paquete caja con 20 bolsas de 1kg. Salero de mesa para servicio a comensales.
abarrotes-0012,abarrotes,Mayonesa con Jugo de Limon 3.8kg,McCormick,pieza,3.8,340.0,30,Mayonesa tradicional bote institucional de 3.8 kilogramos. Aderezo cremoso para tortas hamburguesas y sandwiches.
abarrotes-0013,abarrotes,Salsa Catsup Institucional 3.8kg,Heinz,pieza,3.8,210.0,35,Salsa de tomate catsup galon 3.8kg. Salsa dulce de jitomate para papas a la francesa y banderillas.
abarrotes-0014,abarrotes,Mostaza Amarilla Clasica 3.8kg,Frenchs,pieza,3.8,225.0,25,Mostaza estilo americano tarro galon 3.8kg. Condimento amarillo para hot dogs hamburguesas y aderezos.
abarrotes-0015,abarrotes,Chiles Jalapenos en Escabeche Rajitas 2.8kg,La Costeña,pieza,2.8,165.0,1,Lata grande de rajas de chile verde jalapeno en escabeche con zanahorias. Chilitos para tortas y botana.
abarrotes-0016,abarrotes,Chiles Chipotles Adobados 2.8kg,La Costeña,pieza,2.8,195.0,24,Lata institucional chipotle en adobo dulce 2.8kg. Chile ahumado para salsas mayonesa de chipotle y tinga.
abarrotes-0017,abarrotes,Pure de Tomate Condimentado 3kg,Del Fuerte,pieza,3.0,140.0,35,Lata grande de pure de jitomate sazonado 3kg. Base espesa para pastas entomatadas y guisados caseros.
abarrotes-0018,abarrotes,Tomate Triturado Estilo Italiano 2.5kg,Mutti,pieza,2.5,240.0,2,Lata polpa de tomate triturado 2.5kg. Pulpa de pomodoro para salsa marinara y base de pizza artesanal.
abarrotes-0019,abarrotes,Pasta Espagueti No. 5 5kg,Barilla,caja,5.0,210.0,30,Caja institucional de pasta spaghetti numero 5 de 5kg. Fideos de semola de trigo duro para cocina italiana.
abarrotes-0020,abarrotes,Pasta Pluma Penne Rigate 5kg,La Moderna,caja,5.0,185.0,28,Pasta seca corta tipo pluma o penne paquete de 5kg. Pasta para alfredo boloñesa y ensaladas frias.
abarrotes-0021,abarrotes,Cafe de Grano Tueste Medio 1kg,Cafe Punta del Cielo,kg,1.0,310.0,25,Cafe en grano entero de altura chiapas tueste medio 1kg. Cafe gourmet para maquina espresso de cafeteria.
abarrotes-0022,abarrotes,Cafe Soluble Clasico 1kg,Nescafe,pieza,1.0,380.0,30,Cafe instantaneo soluble bote de 1 kilogramo. Cafe rapido para desayunos buffet y disolucion inmediata.
abarrotes-0023,abarrotes,Levadura Seca Instantanea 500g,Saf-Instant,pieza,0.5,85.0,40,Levadura en polvo seca para panificacion paquete al vacio 500g. Levadura roja para masa fermentada y pizzas.
abarrotes-0024,abarrotes,Oregano Seco Entero Molido 1kg,Mi Pepito,kg,1.0,175.0,20,Oregano seco mexicano aromático bolsa de 1kg. Hierba de olor para pozole salsas de pizza y caldos.
abarrotes-0025,abarrotes,Pimienta Negra Molida Pura 1kg,McCormick,kg,1.0,320.0,18,Pimienta negra molida fina bolsa de 1 kilo. Especia para marinar cortes carnes y sazon general.
abarrotes-0026,abarrotes,Ajo en Polvo Puro 1kg,Badia,kg,1.0,210.0,25,Ajo seco deshidratado pulverizado 1kg. Condimento en polvo para marinados rubs de bbq y empanizados.
abarrotes-0027,abarrotes,Salsa Picante Botanera 3.8L,Valentina,pieza,3.8,135.0,45,Salsa picante liquida etiqueta amarilla galon 3.8L. Salsa de botella para botanas papas fritas y tacos.
abarrotes-0028,abarrotes,Salsa Picante Habanera 1L,El Yucateco,litro,1.0,145.0,30,Salsa extra picante de chile habanero verde botella de 1 litro. Picante bravo para cochinita y mariscos.
abarrotes-0029,abarrotes,Vinagre Blanco Destilado 5L,Barrilito,pieza,5.0,95.0,50,Vinagre blanco de alcohol de cana garrafa 5 litros. Desinfectante y acido para encurtidos adobos y limpieza.
abarrotes-0030,abarrotes,Consome de Pollo en Polvo 5kg,Knorr,pieza,5.0,590.0,25,Sazonador y consome concentrado de pollo cubeta 5kg. Polvo amarillo de sabor para arroces sopas y caldos.
abarrotes-0031,abarrotes,Tortillas de Harina Grandes Burrito Paquete 50,Tia Rosa,caja,50.0,240.0,20,Tortillas de harina de trigo gigantes para burritos y sincronizadas. Tortilla suave y flexible no se rompe.
abarrotes-0032,abarrotes,Fritura Totopos de Maiz Frito 5kg,El Mexicano,caja,5.0,260.0,30,Totopos crujientes de maiz fritos bolsa grande 5kg. Nachos chips para chilaquiles guacamole y frijoles con queso.
abarrotes-0033,abarrotes,Aceite Vegetal Comestible 20L Presentacion Mayoreo,Great Value,pieza,40.0,1443.0,15,Aceite vegetal puro comestible cubeta de 20 litros. Aceite para freidora de restaurante papas y milanesas. Formato institucional mayoreo para alto volumen.
abarrotes-0034,abarrotes,Aceite de Canola 5L Presentacion Mayoreo,La Fina,pieza,10.0,481.0,22,Aceite de canola puro bidon 5L. Grasa vegetal sin colesterol para salteados y plancha de cocina. Formato institucional mayoreo para alto volumen.
abarrotes-0035,abarrotes,Aceite de Oliva Extra Virgen 5L Presentacion Mayoreo,La Costeña,pieza,10.0,2127.5,29,Aceite de oliva virgen extra lata 5 litros. Oro liquido espanol para ensaladas pastas y vinagretas. Formato institucional mayoreo para alto volumen.
abarrotes-0036,abarrotes,Harina de Trigo Extra Fina 44kg Presentacion Mayoreo,McCormick,costal,88.0,1572.5,36,Harina de trigo de fuerza bulto o costal de 44kg. Harina panificable para masa de pizza y reposteria. Formato institucional mayoreo para alto volumen.
abarrotes-0037,abarrotes,Harina de Maiz Nixtamalizado 20kg Presentacion Mayoreo,San Antonio,costal,40.0,777.0,43,Harina de maiz nixtamalizada costal 20 kilos. Masa instantanea para tortillas sopes y gorditas. Formato institucional mayoreo para alto volumen.
abarrotes-0038,abarrotes,Arroz Grano Largo Super Extra 25kg Presentacion Mayoreo,Knorr,costal,50.0,1258.0,50,Arroz blanco super extra costal 25kg. Arroz que no se bate para guarnicion de arroz rojo o blanco. Formato institucional mayoreo para alto volumen.
abarrotes-0039,abarrotes,Frijol Negro Jamapa 25kg Presentacion Mayoreo,Great Value,costal,50.0,1646.5,57,Frijol negro seleccionado costal 25 kilos. Legumbre para frijoles charros de la olla o refritos. Formato institucional mayoreo para alto volumen.
abarrotes-0040,abarrotes,Frijol Pinto Saltillo 25kg Presentacion Mayoreo,La Fina,costal,50.0,1554.0,64,Frijol pinto limpio bulto de 25kg. Frijol cremoso para molletes y frijoles con veneno. Formato institucional mayoreo para alto volumen.
